179	-324.0
235	-214.0
277	-330.0
380	-594.0
497	-332.0
543	-226.0
574	-338.0
620	-224.0
684	-390.0
729	-196.0
885	-330.0
990	-322.0
1051	-240.0
1207	-320.0
1326	-334.0
1384	-228.0
1511	-314.0
1651	-326.0
1781	-314.0
1838	-226.0
2006	-330.0
2207	-204.0
2255	-330.0
2328	-288.0
2446	-322.0
2647	-62.0
2782	-326.0
2875	-254.0
2906	-278.0
2969	-268.0
3005	-288.0
3050	-336.0
3162	-330.0
3226	-226.0
3326	-410.0
3465	-346.0
3578	-308.0
3632	-354.0
3767	-322.0
3844	-384.0
3886	-294.0
3943	-270.0
3998	-452.0
4001	236.0
4067	-268.0
4124	-358.0
4294	-304.0
4392	-316.0
4529	-320.0
4628	-316.0
4748	-312.0
4869	-314.0
5005	-316.0
5060	-406.0
5109	-270.0
5138	-290.0
5339	-162.0
5370	-306.0
5432	-334.0
5550	-312.0
5602	-328.0
5632	-320.0
5679	-264.0
5880	-224.0
6000	-330.0
6106	-312.0
6171	-364.0
6304	-310.0
6402	-312.0
6459	-374.0
6652	-322.0
6853	-200.0
6956	-334.0
7112	-340.0
7163	-346.0
7303	-344.0
7353	-400.0
7489	-328.0
7529	-334.0
7566	-240.0
7660	-348.0
7691	-194.0
7797	-316.0
7915	-314.0
7971	-364.0
8001	4.0
8109	-326.0
8158	-204.0
8274	-322.0
8336	-342.0
8410	-266.0
8442	-328.0
8504	-292.0
8539	-294.0
8687	-334.0
8811	-340.0
8894	-284.0
8946	-242.0
9055	-318.0
9179	-328.0
9239	-344.0
9305	-226.0
9334	-286.0
9396	-254.0
9437	-256.0
9506	-270.0
9574	-216.0
9612	-306.0
9654	-322.0
9753	-392.0
9887	-334.0
10010	-334.0
10151	-322.0
10293	-314.0
10335	-322.0
10391	-344.0
10529	-322.0
10568	-220
10620	-424.0
10709	-328.0
10847	-338.0
10900	-222.0
10999	-326.0
11047	-412.0
11090	-378.0
11223	-332.0
11265	-376.0
11466	-194.0
11588	-318.0
11630	-394.0
11812	-308.0
11982	-306.0
12001	408.0
12038	-292.0
12083	-198.0
12131	-212.0
12162	-386.0
12271	-314.0
12351	-436.0
12513	-334.0
12624	-346.0
12799	-304.0
12843	-352.0
12908	-396.0
13038	-338.0
13073	-330.0
13198	-328.0
13337	-340.0
13461	-324.0
13496	-288.0
13562	-230.0
13618	-234.0
13758	-338.0
13814	-344.0
13861	-360.0
13897	-212.0
13943	-282.0
14091	-316.0
14206	-328.0
14249	-304.0
14437	-332.0
14488	-238.0
14611	-320.0
14722	-386.0
14766	-298.0
14814	-420.0
14857	-246.0
15024	-332.0
15084	-358.0
15105	-298.0
15243	-328.0
15282	-254.0
15424	-316.0
15457	-302.0
15568	-302.0
15668	-326.0
15714	-328.0
15792	-262.0
15888	-330.0
15998	-332.0
16001	232.0
16099	-380.0
16157	-214.0
16207	-232.0
16408	-254.0
16519	-322.0
16552	-326.0
16630	-254.0
16662	-336.0
16822	-340.0
16897	-316.0
16939	-222.0
17079	-320.0
17172	-302.0
17214	-390.0
17270	-208.0
17394	-322.0
17442	-454.0
17492	-292.0
17563	-258.0
17718	-328.0
17811	-222.0
17837	-336.0
17978	-330.0
18058	-508.0
18183	-340.0
18223	-276.0
18313	-344.0
18457	-310.0
18558	-318.0
18687	-330.0
18733	-330.0
18838	-318.0
18893	-360.0
18944	-344.0
19062	-328.0
19263	-292.0
19305	-328.0
19360	-298.0
19408	-292.0
19456	-340.0
19619	-334.0
19667	-356.0
19794	-338.0
19857	-342.0
19993	-308.0
20001	194.0
20146	-338.0
20172	-332.0
20249	-308.0
20354	-338.0
20453	-344.0
20513	-394.0
20584	-280.0
20692	-334.0
20747	-212.0
20794	-298.0
20839	-262.0
21039	-124.0
21098	-320.0
21120	-298.0
21175	-416.0
21243	-282.0
21403	-310.0
21442	-338.0
21496	-190.0
21572	-200.0
21712	-314.0
21748	-326.0
21852	-322.0
21981	-314.0
22035	-386.0
22081	-358.0
22164	-276.0
22238	-272.0
22269	-226.0
22342	-394.0
22461	-338.0
22498	-196.0
22699	-108.0
22799	-236.0
22887	-318.0
23010	-342.0
23058	-236.0
23166	-302.0
23218	-320.0
23326	-318.0
23461	-322.0
23662	-158.0
23759	-322.0
23903	-324.0
24001	-110.0
24132	-324.0
24272	-334.0
24340	-246.0
24481	-322.0
24537	-196.0
24673	-336.0
24711	-308.0
24755	-266.0
24798	-246.0
24841	-328.0
24951	-306.0
24993	-372.0
25034	-352.0
25080	-384.0
25200	-354.0
25235	-246.0
25363	-342.0
25505	-324.0
25578	-254.0
25623	-218.0
25756	-328.0
25818	-270.0
25970	-324.0
26142	-328.0
26177	-212.0
26274	-312.0
26333	-286.0
26450	-332.0
26486	-312.0
26540	-202.0
26664	-330.0
26865	-208.0
26906	-420.0
27018	-314.0
27064	-276.0
27119	-304.0
27167	-240.0
27278	-322.0
27320	-396.0
27374	-340.0
27425	-310.0
27460	-234.0
27524	-266.0
27568	-260.0
27664	-316.0
27701	-288.0
27747	-282.0
27774	-292.0
27830	-292.0
28030	824.0
28139	-320.0
28340	-160.0
28375	-302.0
28410	-194.0
28444	-308.0
28491	-270.0
28661	-318.0
28711	-336.0
28821	-330.0
28861	-304.0
28904	-366.0
29037	-320.0
29085	-262.0
29286	-272.0
29409	-314.0
29446	-302.0
29474	-302.0
29569	-392.0
29676	-328.0
29796	-302.0
29919	-314.0
29958	-366.0
30020	-278.0
30049	-456.0
30177	-336.0
30319	-338.0
30519	-126.0
30720	-176.0
30768	-340
30844	-420.0
30875	-308.0
30921	-262.0
31065	-324.0
31208	-344.0
31326	-320.0
31393	-490.0
31499	-324.0
31596	-318.0
31746	-332.0
31804	-230.0
31953	-334.0
32001	192.0
32122	-318.0
32257	-346.0
32318	-292.0
32372	-310.0
32423	-380.0
32526	-344.0
32580	-454.0
32730	-334.0
32929	-338.0
33071	-336.0
33122	-250.0
33165	-242.0
33248	-262.0
33287	-284.0
33322	-310.0
33466	-324.0
33667	-252.0
33778	-314.0
33931	-332.0
34044	-366.0
34147	-332.0
34199	-308.0
34326	-338.0
34351	-344.0
34484	-336.0
34553	-204.0
34639	-476.0
34726	-260.0
34863	-322.0
34923	-246.0
34983	-370.0
35009	-296.0
35085	-402.0
35122	-208.0
35144	-268.0
35202	-310.0
35240	-332.0
35289	-230.0
35344	-246.0
35471	-326.0
35604	-336.0
35651	-254.0
35777	-328.0
35967	-330.0
36001	-18.0
36043	-200.0
36117	-274.0
36197	-270.0
36311	-314.0
36394	-270.0
36485	-312.0
36521	-226.0
36708	-332.0
36755	-296.0
36815	-352.0
36946	-318.0
36983	-282.0
37111	-306.0
37292	-308.0
37457	-320.0
37602	-322.0
37744	-332.0
37771	-196.0
37816	-310.0
37945	-330.0
38000	-326.0
38035	-344.0
38096	-466.0
38243	-318.0
38332	-276.0
38369	-376.0
38521	-340.0
38568	-282.0
38624	-262.0
38677	-266.0
38709	-284.0
38888	-326.0
38924	-280.0
38971	-220.0
39021	-188.0
39182	-340.0
39237	-382.0
39353	-344.0
39412	-254.0
39458	-366.0
39554	-204.0
39582	-314.0
39643	-236.0
39717	-266.0
39872	-336.0
39926	-378.0
39973	-444.0
40001	560.0
40071	-328.0
40179	-312.0
40219	-204.0
40309	-336.0
40345	-222.0
40546	-242.0
40747	-278.0
40782	-194.0
40821	-372.0
40848	-298.0
40973	-342.0
41151	-324.0
41196	-206.0
41324	-338.0
41511	-310.0
41546	-204.0
41654	-314.0
41706	-198.0
41825	-306.0
41964	-336.0
42016	-270.0
42066	-240.0
42103	-364.0
42211	-330.0
42240	-192.0
42349	-334.0
42402	-232.0
42509	-336.0
42710	-58.0
42820	-322.0
42872	-290.0
42972	-332.0
43008	-246.0
43122	-318.0
43173	-290.0
43304	-340.0
43360	-432.0
43494	-324.0
43621	-314.0
43675	-272.0
43731	-198.0
43880	-328.0
43931	-298.0
44001	-68.0
44053	-336.0
44195	-336.0
44325	-332.0
44526	-220.0
44631	-322.0
44678	-266.0
44704	-258.0
44749	-404.0
44887	-326.0
45004	-350.0
45103	-324.0
45215	-346.0
45340	-336.0
45384	-398.0
45522	-318.0
45565	-346.0
45628	-256.0
45666	-252.0
45735	-328.0
45776	-404.0
45862	-306.0
45897	-268.0
46038	-342.0
46150	-340.0
46196	-312.0
46233	-320.0
46291	-438.0
46399	-330.0
46500	-310.0
46627	-322.0
46751	-334.0
46789	-292.0
46930	-332.0
47054	-334.0
47130	-292.0
47176	-244.0
47222	-264.0
47365	-326.0
47401	-356.0
47513	-314.0
47562	-454.0
47692	-332.0
47747	-372.0
47806	-344.0
47852	-202.0
47894	-368.0
47923	-256.0
48001	24.0
48079	-288.0
48139	-352.0
48297	-342.0
48474	-328.0
48533	-238.0
48656	-312.0
48784	-324.0
48842	-292.0
48994	-340.0
49141	-328.0
49196	-264.0
49320	-322.0
49383	-294.0
49434	-400.0
49473	-246.0
49522	-194.0
49655	-310.0
49796	-316.0
49840	-316.0
49957	-338.0
50053	-306.0
50180	-338.0
50253	-214.0
50379	-328.0
50497	-320.0
50548	-292.0
50579	-340
50661	-262.0
50685	-268.0
50761	-302.0
50895	-320.0
51057	-318.0
51091	-194.0
51125	-234.0
51167	-212.0
51213	-232.0
51262	-336.0
51317	-370.0
51365	-272.0
51410	-342.0
51496	-286.0
51553	-250.0
51708	-316.0
51801	-368.0
51900	-304.0
52001	174.0
52115	-320.0
52171	-464.0
52317	-338.0
52359	-346.0
52469	-332.0
52588	-318.0
52614	-270
52652	-308.0
52739	-492.0
52783	-316.0
52808	-224.0
52947	-312.0
52974	-298.0
53175	-226.0
53226	-312.0
53282	-226.0
53353	-284.0
53500	-308.0
53575	-278.0
53619	-342.0
53718	-320.0
53770	-250.0
53913	-324.0
53953	-214.0
54140	-334.0
54262	-320.0
54434	-310.0
54546	-332.0
54718	-320.0
54788	-324.0
54836	-300.0
55002	-338.0
55052	-236.0
55185	-326.0
55299	-318.0
55343	-352.0
55455	-332.0
55534	-246.0
55605	-256.0
55648	-352.0
55747	-306.0
55948	-46.0
55978	-316.0
56001	-314.0
56032	-218.0
56070	-224.0
56210	-322.0
56340	-324.0
56468	-344.0
56542	-282.0
56632	-314.0
56777	-348.0
56816	-342.0
56905	-274.0
56950	-396.0
56990	-344.0
57043	-374.0
57244	-146.0
57445	-232.0
57598	-310.0
57648	-208.0
57761	-312.0
57795	-316.0
57821	-230
57894	-392.0
57938	-336.0
58097	-326.0
58153	-304.0
58280	-246.0
58336	-322.0
58376	-318.0
58501	-332.0
58552	-240.0
58596	-352.0
58627	-244.0
58828	-30.0
58875	-300
58929	-254.0
58973	-306.0
59093	-340.0
59150	-384.0
59212	-298.0
59413	-214.0
59592	-324.0
59759	-310.0
59879	-330.0
60001	-226.0
60121	-344.0
60174	-262.0
60227	-334.0
60262	-408.0
60308	-336.0
60435	-328.0
60465	-252.0
60492	-226.0
60530	-210.0
60560	-196.0
60690	-334.0
60828	-334.0
60934	-328.0
61044	-320.0
61190	-328.0
61337	-320.0
61500	-312.0
61701	-180.0
61748	-272.0
61949	-178.0
62083	-322.0
62208	-336.0
62247	-240.0
62297	-298.0
62337	-332.0
62384	-214.0
62501	-336.0
62529	-332.0
62576	-192.0
62715	-334.0
62842	-330.0
62897	-234.0
63013	-312.0
63088	-274.0
63289	-262.0
63417	-304.0
63500	-392.0
63657	-300.0
63813	-334.0
63938	-328.0
64001	238.0
64202	-192.0
64354	-336.0
64399	-294.0
64441	-232.0
64483	-234.0
64560	-280.0
64608	-412.0
64732	-342.0
64798	-252.0
64852	-234.0
64916	-334.0
64960	-414.0
65025	-424.0
65141	-326.0
65337	-326.0
65387	-318.0
65570	-318.0
65651	-344.0
65759	-334.0
65872	-302.0
66041	-318.0
66088	-212.0
66137	-398.0
66180	-212.0
66247	-404.0
66358	-322.0
66559	-244.0
66718	-322.0
66808	-308.0
66959	-320.0
67029	-344.0
67159	-324.0
67192	-254.0
67307	-336.0
67508	-186.0
67641	-318.0
67704	-280.0
67809	-314.0
67845	-284.0
68001	-110.0
68080	-388.0
68281	-282.0
68416	-312.0
68559	-316.0
68656	-302.0
68768	-346.0
68886	-310.0
68936	-332.0
68988	-274.0
69028	-358.0
69074	-248.0
69221	-312.0
69278	-316.0
69425	-310.0
69491	-354.0
69589	-586.0
69749	-318.0
69778	-250
69979	-162.0
70029	-304.0
70173	-334.0
70327	-322.0
70399	-238.0
70442	-294.0
70555	-326.0
70605	-264.0
70649	-358.0
70850	-326.0
71011	-334.0
71033	-270
71092	-376.0
71150	-344.0
71193	-350
71247	-368.0
71392	-310.0
71441	-254.0
71485	-492.0
71598	-326.0
71799	-328.0
71878	-310.0
71926	-314.0
71952	-368.0
72001	-410.0
72053	-248.0
72094	-220.0
72213	-314.0
72314	-322.0
72505	-310.0
72530	-300
72681	-324.0
72732	-322.0
72769	-216.0
72817	-338.0
72863	-242.0
72995	-310.0
73156	-322.0
73194	-224.0
73247	-366.0
73302	-286.0
73438	-340.0
73468	-286.0
73584	-332.0
73710	-320.0
73837	-332.0
73878	-346.0
73953	-448.0
74122	-338.0
74216	-332.0
74359	-336.0
74410	-330.0
74520	-332.0
74589	-256.0
74661	-270.0
74807	-328.0
74858	-194.0
74891	-222.0
74917	-296.0
75079	-336.0
75108	-224.0
75170	-372.0
75202	-346.0
75235	-256.0
75356	-320.0
75411	-474.0
75530	-588.0
75676	-334.0
75783	-338.0
75889	-336.0
75941	-362.0
75993	-298.0
76001	536.0
76106	-328.0
76145	-290.0
76346	-120.0
76385	-214.0
76514	-348.0
76668	-314.0
76795	-306.0
76996	-230.0
77026	-280
77153	-316.0
77190	-254.0
77233	-346.0
77274	-252.0
77340	-290.0
77413	-510.0
77441	-248.0
77511	-310.0
77623	-308.0
77783	-326.0
77968	-338.0
78021	-270.0
78159	-322.0
78264	-326.0
78319	-396.0
78370	-502.0
78494	-318.0
78598	-326.0
78640	-200.0
78737	-310.0
78790	-192.0
78819	-244.0
78935	-326.0
79034	-332.0
79116	-294.0
79191	-440.0
79222	-326.0
79279	-236.0
79349	-268.0
79383	-254.0
79530	-330.0
79660	-328.0
79780	-324.0
79820	-216.0
79869	-286.0
79936	-368.0
79991	-236.0
80001	574.0
80121	-320.0
80168	-192.0
80209	-262.0
80298	-278.0
80490	-308.0
80516	-318.0
80648	-338.0
80746	-320.0
80770	-206.0
80811	-304.0
80922	-314.0
81061	-330.0
81118	-242.0
81155	-336.0
81278	-366.0
81336	-288.0
81366	-278.0
81412	-218.0
81436	-214.0
81487	-202.0
81534	-268.0
81577	-386.0
81709	-334.0
81858	-336.0
81882	-326.0
82023	-334.0
82073	-344.0
82126	-234.0
82178	-364.0
82212	-332.0
82254	-320
82376	-312.0
82481	-312.0
82524	-284.0
82612	-286.0
82656	-194.0
82724	-322.0
82821	-312.0
82875	-232.0
82998	-326.0
83124	-320.0
83324	-174.0
83361	-424.0
83455	-310.0
83563	-324.0
83633	-264.0
83685	-372.0
83716	-274.0
83768	-384.0
83887	-314.0
84001	-330.0
84202	-196.0
84403	-258.0
84459	-394.0
84484	-276.0
84523	-380.0
84670	-338.0
84838	-326.0
84940	-332.0
84998	-404.0
85024	-292.0
85074	-204.0
85111	-336.0
85163	-484.0
85203	-304.0
85289	-348.0
85360	-260.0
85504	-330.0
85650	-344.0
85739	-310.0
85840	-324.0
85862	-300
85890	-318.0
85992	-302.0
86065	-414.0
86117	-434.0
86209	-344.0
86337	-338.0
86471	-340.0
86545	-318.0
86638	-316.0
86760	-338.0
86828	-366.0
86862	-204.0
87001	-314.0
87099	-466.0
87158	-350.0
87232	-334.0
87380	-334.0
87435	-266.0
87608	-330.0
87658	-202.0
87679	-246.0
87802	-326.0
87836	-316.0
87957	-324.0
88001	286.0
88127	-342.0
88266	-312.0
88381	-308.0
88439	-262.0
88464	-294.0
88629	-318.0
88830	-250.0
88956	-334.0
89105	-328.0
89177	-264.0
89283	-316.0
89468	-300.0
89669	-164.0
89785	-316.0
89872	-508.0
89994	-342.0
90044	-382.0
90185	-346.0
90283	-356.0
90345	-352.0
90390	-322.0
90422	-370.0
90530	-324.0
90607	-306.0
90726	-336.0
90848	-306.0
91048	-126.0
91185	-316.0
91217	-302.0
91307	-306.0
91343	-316.0
91380	-214.0
91421	-252.0
91482	-204.0
91511	-292.0
91711	-118.0
91750	-466.0
91778	-200
91881	-310.0
91943	-334.0
92001	-40.0
92086	-280.0
92190	-328.0
92328	-336.0
92371	-404.0
92502	-312.0
92551	-196.0
92645	-326.0
92760	-332.0
92824	-332.0
92933	-322.0
93034	-386.0
93082	-338.0
93131	-360.0
93254	-298.0
93303	-272.0
93489	-336.0
93613	-330.0
93694	-318.0
93895	-196.0
94044	-324.0
94092	-218.0
94120	-340
94247	-334.0
94320	-350.0
94419	-302.0
94548	-328.0
94591	-362.0
94677	-426.0
94719	-234.0
94793	-238.0
94838	-320.0
95039	-246.0
95095	-346.0
95281	-310.0
95329	-204.0
95358	-212.0
95408	-342.0
95460	-244.0
95533	-388.0
95674	-338.0
95805	-314.0
95867	-240.0
95977	-324.0
96001	448.0
96074	-260.0
96125	-344.0
96155	-398.0
96184	-196.0
96300	-330.0
96348	-394.0
96392	-392.0
96462	-294.0
96506	-248.0
96545	-292.0
96590	-324.0
96742	-332.0
96789	-194.0
96871	-292.0
96901	-328.0
97006	-316.0
97103	-326.0
97202	-334.0
97262	-440.0
97384	-328.0
97438	-282.0
97593	-308.0
97645	-366.0
97811	-290.0
97850	-326.0
98009	-342.0
98035	-328.0
98127	-314.0
98251	-320.0
98401	-338.0
98541	-334.0
98649	-324.0
98721	-378.0
98877	-320.0
99012	-328.0
99092	-440.0
99116	-338.0
99248	-318.0
99337	-382.0
99436	-286.0
99480	-188.0
99605	-344.0
99662	-358.0
99748	-380.0
99859	-336.0
99907	-358.0
99955	-284.0
99987	-270.0
100001	408.0
100040	-350
100174	-308.0
100293	-318.0
100351	-264.0
100399	-324.0
100571	-330.0
100665	-332.0
100804	-310.0
100861	-374.0
100983	-308.0
101057	-236.0
101101	-344.0
101211	-324.0
101361	-330.0
101458	-284.0
101578	-332.0
101717	-348.0
101780	-274.0
101907	-320.0
102108	-190.0
102208	-288.0
102267	-188.0
102424	-334.0
102625	-154.0
102723	-322.0
102777	-374.0
102831	-208.0
102897	-328.0
102945	-222.0
103002	-244.0
103138	-322.0
103273	-324.0
103325	-352.0
103464	-326.0
103665	-190.0
103704	-246.0
103905	-182.0
104001	-214.0
104125	-330.0
104320	-326.0
104464	-322.0
104604	-338.0
104672	-328.0
104783	-312.0
104951	-310.0
105100	-334.0
105140	-270
105245	-318.0
105295	-356.0
105331	-192.0
105450	-324.0
105582	-338.0
105750	-308.0
105849	-200.0
105914	-384.0
105941	-270
106103	-342.0
106152	-246.0
106182	-220
106328	-312.0
106370	-322.0
106516	-336.0
106570	-224.0
106639	-222.0
106698	-320.0
106898	-160.0
106988	-304.0
107041	-324.0
107212	-324.0
107413	-298.0
107458	-244.0
107516	-216.0
107717	-52.0
107811	-264.0
107963	-316.0
108001	384.0
108053	-402.0
108099	-396.0
108147	-396.0
108348	-242.0
108402	-338.0
108441	-398.0
108508	-200.0
108544	-286.0
108587	-340.0
108620	-220.0
108715	-334.0
108845	-300.0
108955	-328.0
109101	-320.0
109302	-232.0
109349	-200.0
109443	-324.0
109531	-282.0
109580	-320.0
109762	-318.0
109863	-312.0
109902	-258.0
110014	-304.0
110092	-260.0
110172	-288.0
